,movie,year,imdb,metascore,votes,n_imdb
1562,A Single Man,2009,7.6,77,92912,76.0
1563,Where the Wild Things Are,2009,6.8,71,92036,68.0
1564,Paul Blart: Mall Cop,2009,5.2,39,89573,52.0
1565,Couples Retreat,2009,5.5,23,87994,55.0
1566,Bride Wars,2009,5.5,24,86627,55.0
1567,Julie & Julia,2009,7.0,66,86601,70.0
1568,Saw VI,2009,6.0,30,84211,60.0
1569,Splice,2009,5.8,66,83451,58.0
1570,Un prophète,2009,7.9,90,83416,79.0
1571,The International,2009,6.5,52,83252,65.0
1572,I Love You Phillip Morris,2009,6.6,65,82721,66.0
1573,The Final Destination,2009,5.2,30,81716,52.0
1574,Friday the 13th,2009,5.6,34,81447,56.0
1575,A Christmas Carol,2009,6.8,55,81213,68.0
1576,The Box,2009,5.6,47,80676,56.0
1577,Year One,2009,4.9,34,80450,49.0
1578,My Sister's Keeper,2009,7.4,51,80195,74.0
1579,Flickan som lekte med elden,2009,7.2,66,79089,72.0
1580,Harry Brown,2009,7.2,55,77527,72.0
1581,It's Complicated,2009,6.6,57,74452,66.0
1582,Crazy Heart,2009,7.3,83,73472,73.0
1583,The Last House on the Left,2009,6.6,42,73343,66.0
1584,Ghosts of Girlfriends Past,2009,5.8,34,72068,58.0
1585,Youth in Revolt,2009,6.5,63,67886,65.0
1586,The Bad Lieutenant: Port of Call - New Orleans,2009,6.7,69,67707,67.0
1587,The Uninvited,2009,6.4,43,67076,64.0
1588,Confessions of a Shopaholic,2009,5.9,38,66861,59.0
1589,The Fourth Kind,2009,5.9,34,66493,59.0
1590,Case 39,2009,6.2,25,65658,62.0
1591,Whatever Works,2009,7.2,45,63270,72.0
1592,The Human Centipede (First Sequence),2009,4.4,33,62388,44.0
1593,Solomon Kane,2009,6.1,48,62373,61.0
1594,Ninja Assassin,2009,6.4,34,61202,64.0
1595,Dragonball Evolution,2009,2.6,45,61098,26.0
1596,Chloe,2009,6.3,48,60619,63.0
1597,A Perfect Getaway,2009,6.5,63,59823,65.0
1598,[Rec]²,2009,6.6,52,59618,66.0
1599,Whip It,2009,6.9,68,58278,69.0
1600,Das weiße Band - Eine deutsche Kindergeschichte,2009,7.8,82,57971,78.0
1601,Død snø,2009,6.3,61,57958,63.0
1602,Luftslottet som sprängdes,2009,7.3,60,57461,73.0
1603,Agora,2009,7.2,55,57092,72.0
1604,The Boondock Saints II: All Saints Day,2009,6.3,24,55947,63.0
1605,The Informant!,2009,6.5,66,55621,65.0
1606,Brooklyn's Finest,2009,6.7,43,55312,67.0
1607,Land of the Lost,2009,5.4,32,54995,54.0
1608,Observe and Report,2009,5.8,54,54532,58.0
1609,Kynodontas,2009,7.3,73,54126,73.0
1610,The Haunting in Connecticut,2009,5.9,33,53498,59.0
1611,Everybody's Fine,2009,7.1,47,52944,71.0
1612,Enter the Void,2009,7.3,69,52321,73.0
1613,Fanboys,2009,6.6,45,51983,66.0
1614,Fish Tank,2009,7.3,81,51666,73.0
1615,The Young Victoria,2009,7.3,64,49452,73.0
1616,My Bloody Valentine,2009,5.5,51,48000,55.0
1617,Away We Go,2009,7.1,58,47695,71.0
1618,The Collector,2009,6.4,29,47594,64.0
1619,Valhalla Rising,2009,6.0,61,47492,60.0
1620,In the Loop,2009,7.5,83,47320,75.0
1621,Race to Witch Mountain,2009,5.7,52,46941,57.0
1622,The Soloist,2009,6.7,61,45979,67.0
1623,The Unborn,2009,4.8,30,44395,48.0
1624,Planet 51,2009,6.1,39,43927,61.0
1625,Duplicity,2009,6.2,69,43255,62.0
1626,The Cove,2009,8.5,84,42866,85.0
1627,Halloween II,2009,4.9,35,39650,49.0
1628,Extract,2009,6.2,61,39604,62.0
1629,Banlieue 13: Ultimatum,2009,6.5,64,39228,65.0
1630,Nine,2009,5.8,49,39135,58.0
1631,Fired Up!,2009,6.2,31,38974,62.0
1632,Black Dynamite,2009,7.4,65,38683,74.0
1633,Cirque du Freak: The Vampire's Assistant,2009,5.9,43,38007,59.0
1634,Capitalism: A Love Story,2009,7.4,61,37646,74.0
1635,The Pink Panther 2,2009,5.6,36,35993,56.0
1636,G-Force,2009,5.1,41,35644,51.0
1637,The Joneses,2009,6.5,55,35197,65.0
1638,The Damned United,2009,7.6,81,35101,76.0
1639,Notorious,2009,6.7,60,35026,67.0
1640,All About Steve,2009,4.8,17,34986,48.0
1641,Alvin and the Chipmunks: The Squeakquel,2009,4.5,41,34880,45.0
1642,This Is It,2009,7.3,67,34655,73.0
1643,Hannah Montana: The Movie,2009,4.3,47,34251,43.0
1644,Spread,2009,5.9,43,34242,59.0
1645,Bakjwi,2009,7.2,73,34173,72.0
1646,Coco avant Chanel,2009,6.7,65,34162,67.0
1647,Middle Men,2009,6.6,60,34074,66.0
1648,World's Greatest Dad,2009,6.9,69,33713,69.0
1649,The House of the Devil,2009,6.4,73,33528,64.0
1650,Los abrazos rotos,2009,7.2,76,33511,72.0
1651,Defendor,2009,6.8,57,32891,68.0
1652,Old Dogs,2009,5.4,19,32765,54.0
